,Mission ID,Mission Date,Theater of Operations,Country,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Altitude,High Explosives,High Explosives Type,High Explosives Weight LBS,High Explosives Weight Tons,Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight LBS,Incendiary Devices Weight Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight LBS,Fragmentation Devices Weight Tons,Total Weight LBS,Total Weight Tons
90678,91081,5/2/1944,MTO,USA,B26,,,,,ITALY,FLORENCE,43.77,11.25,,,,,7.0,,,,,,,,,,7.0
90686,91089,5/2/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,GREECE,SPEZIA PORT,44.1,9.83,,,,,,,,,0.0,,,,0.0,,7.38
90687,91090,5/2/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,PIACENSA M/Y,45.03,9.7,,,,,,,,,0.0,,,,0.0,,14.0
90778,91181,6/30/1941,ETO,GREAT BRITAIN,BLEN,,,,,GERMANY,RANTUM,54.83,8.3,,,,,2.0,,,,,,,,,,2.0
90834,91237,11/6/1944,PTO,USA,B24,,,,,CELEBES ISLANDS,MALILI,-2.60502,121.104188,70.0,,250 LB GP (GP-M57),,5.0,20.0,512 LB (128X4 CLUSTERS) INCENDIARY I-M7,,5.0,,,,,,10.0
90840,91243,11/6/1944,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,LUISTA,15.41666667,120.66666670000001,1.0,,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
90872,91275,11/7/1944,CBI,USA,P47,,,,,BURMA,MYAZEDI,24.33333333,97.15,20.0,6.153846154,325 LB DC (DB-MK 17/47),,1.0,,,,,,,,,,1.0
90986,91389,4/16/1945,MTO,USA,A26,,,,,ITALY,MAGAZZINO,44.55,11.07,8.0,,,,2.0,,,,,,,,,,2.0
90990,91393,4/16/1945,MTO,USA,A20,,,,,ITALY,44 00 N 010 40 E,44.0,10.67,4.0,,,,,,,,,,,,,,
90994,91397,4/16/1945,MTO,USA,A20,,,,,ITALY,MONTE OMRARO,44.38,11.0,,,,,1.0,,,,,,,,,,1.0
90998,91401,5/2/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,TOBOREI,-6.25,155.68333330000002,,,250 LB GP (GP-M57),,,,,,,,,,,,
91021,91424,5/3/1944,CBI,USA,P40,,,,,BURMA,INKANGAHTAWNG,25.75,96.66666667,12.0,16.0,250 LB GP (GP-M57),,2.0,,,,,,,,,,2.0
91050,91453,5/3/1944,PTO,USA,P39,,,,,NEW GUINEA,BUNA BUN,-4.583333333,145.58333330000002,15.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
91084,91487,5/3/1944,ETO,GREAT BRITAIN,LGT,,,,,FRANCE,MAILLY LE CAMP,48.67,4.2,70.0,,,,5.0,,,,,,,,,,5.0
91105,91508,7/1/1941,ETO,GREAT BRITAIN,BLEN,,,,,GERMANY,VARREL,52.63,8.73,,,,,,,,,,,,,,,
91107,91510,7/1/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,PALMYRA,34.56,38.27,,,,,,,,,0.0,,,,0.0,,0.0
91178,91582,7/3/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,CHEKKA BAY,34.31,35.69,80.0,4.0,250 LB GP (GP-M57),,,,,,0.0,,,,0.0,,0.5
91230,91634,11/7/1944,MTO,USA,B24,,,,,ITALY,DIGNANO,44.95,13.85,,,,,15.0,,,,,,,,,,15.0
91295,91699,11/7/1944,MTO,,B24,,,,,ITALY,SAN CANDIDO,46.72,12.28,,,,,17.0,,,,,,,,,,17.0
91373,91777,4/16/1945,MTO,,B25,,,,,ITALY,PORTO MAGGIORE,44.68,11.82,11.0,,,,,,,,,,,,14.0,,14.0
91390,91794,4/16/1945,MTO,,A26,,,,,ITALY,PIANO DI MACINA,44.42,11.33,7.0,,,,2.0,,,,,,,,,,2.0
91392,91796,4/16/1945,MTO,,A26,,,,,ITALY,VEGGIO,44.58,10.75,7.0,,,,2.0,,,,,,,,,,2.0
91404,91808,5/3/1944,MTO,,B26,,,,,ITALY,TAGGIA,43.85,7.85,90.0,,,,46.0,,,,,,,,,,46.0
91412,91816,5/3/1944,PTO,USA,B25,,,,,BISMARK ARCHIPELAGO,KULON PLANTATIO,-4.366666667,152.4,122.0,,100 LB GP (GP-M30),,13.0,,,,,,,,,,13.0
91419,91823,5/3/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,TOIMONAPU,-6.45,155.8833333,15.0,,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
91421,91825,5/3/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,MANAREGU,-6.483333332999999,155.2166667,10.0,,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
91456,91860,5/4/1944,MTO,USA,A36,CASTEL VOLTURNO AIRFIELD,ITALY,41.036617,13.960642000000002,ITALY,NARNI,42.5,12.52,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
91457,91861,5/4/1944,MTO,USA,A36,CASTEL VOLTURNO AIRFIELD,ITALY,41.036617,13.960642000000002,ITALY,RONCIGLIONE,42.28,12.22,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
91458,91862,5/4/1944,MTO,USA,A36,CASTEL VOLTURNO AIRFIELD,ITALY,41.036617,13.960642000000002,ITALY,ORTE,42.47,12.4,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
91460,91864,5/4/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,KOROMIRA POINT,-6.35,155.85,10.0,16.0,250 LB GP (GP-M57),,2.0,,,,,,,,,,2.0
91463,91867,5/4/1944,CBI,USA,P38,,,,,BURMA,SANBALE,20.41666667,93.33333333,15.0,12.30769231,325 LB DC (DB-MK 17/47),,2.0,,,,,,,,,,2.0
91465,91869,5/4/1944,CBI,GREAT BRITAIN,WELL,,,,,BURMA,KAING,21.43333333,95.33333333,,12.0,250 LB GP (GP-M57),,1.5,,,,,,,,,,1.5
91471,91875,5/4/1944,PTO,USA,P47,,,,,NEW GUINEA,MANDY PASSAGE,-4.2,144.91666669999998,,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
91538,91942,7/3/1941,,GREAT BRITAIN,WELL,,,,,LEBANON,BEIRUT,33.89,35.51,,,,,,,,,0.48,,,,0.0,,3.48
91541,91945,7/4/1941,,GREAT BRITAIN,ALBA,,,,,SYRIA,"""ADALIA """"ST DIDIER"""" VICHY SHIP """,35.54,35.76,,2.0,TORPEDOES,,,,,,0.0,,,,0.0,,0.0
91569,91973,7/4/1941,,GREAT BRITAIN,BLEN,,,,,LEBANON,BAROUK,33.7,35.68,,,250 LB GP (GP-M57),,,100.0,4 LB INCENDIARY,,0.2,,,,0.0,,3.7
91570,91974,7/4/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,HAMA,35.12,36.71,80.0,,,,,,,,0.0,,,,0.0,,3.0
91572,91976,7/4/1941,,GREAT BRITAIN,SWORD,,,,,SYRIA,SW OF CYPRUS,34.5,0.05,,,,,,,,,0.0,,,,0.0,,0.0
91609,92013,11/7/1944,PTO,USA,B24,,,,,JAVA,RABA VILLAGE,-8.316666667,118.76666670000002,154.0,,100 LB GP (GP-M30),,6.0,,,,,,,,,,6.0
91635,92039,11/8/1944,CBI,USA,P47,,,,,BURMA,OKSHITKIN,18.41666667,96.5,15.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
91639,92043,11/8/1944,PTO,USA,B24,,,,,CELEBES ISLANDS,LABOBO ISL,-1.733333333,123.33333329999999,82.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
91699,92103,4/16/1945,MTO,,A20,,,,,ITALY,REVERE,45.05,11.15,,,,,1.0,,,,,,,,,,1.0
91702,92106,4/16/1945,MTO,,B25,,,,,ITALY,SAN GIACOMO E FILIP,46.33,9.37,,,,,1.0,,,,,,,,,,1.0
91706,92110,4/16/1945,MTO,,A26,,,,,ITALY,STELLA,44.42,11.25,,,,,1.0,,,,,,,,,,1.0
91710,92114,4/16/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,MALUKO,8.416666667000001,125.0,1.0,,250 LB GP (GP-M57),,8.0,,,,,,,,,,8.0
91730,92134,4/16/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,CAGGAY,17.61666667,121.73333329999998,20.0,,1000 LB GP (GP-M44/M65),,12.0,,,,,,,,,,12.0
91732,92136,4/17/1945,PTO,USA,B24,,,,,BORNEO,BALABALANGAN IS,2.5,117.91666670000001,6.0,600.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
91735,92139,4/17/1945,PTO,USA,B24,,,,,PHILIPPINE ISLANDS,KABACAN,7.166666667,124.83333329999999,91.0,140.0,1000 LB GP (GP-M44/M65),,70.0,,,,,,,,,,70.0
91743,92147,4/17/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,TACHO,16.25,120.66666670000001,80.0,30.0,1000 LB GP (GP-M44/M65),,15.0,,,,,,,,,,15.0
91754,92158,4/17/1945,PTO,USA,P51,,,,,SOLOMON ISLANDS,GUMAIAN,-1.9166666669999999,152.75,30.0,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
91773,92177,4/17/1945,CBI,USA,P51,,,,,CHINA,FANS CHENG,32.38333333,114.8,,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
91838,92242,5/4/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,AVIS,-5.55,155.0333333,15.0,,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
91839,92243,5/4/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,MIRO RIVER,-6.85,155.6166667,15.0,,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
91845,92249,10/23/1943,PTO,USA,B24,,,,,BISMARK ARCHIPELAGO,CAPE HOSKINS,-5.416666667,150.58333330000002,110.0,64.0,1000 LB GP (GP-M44/M65),,32.0,,,,,,,,,,32.0
91876,92280,5/5/1944,CBI,USA,P40,,,,,BURMA,20 30 N 090,20.5,90.91666667,15.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
91879,92283,5/5/1944,PTO,USA,P38,,,,,SOLOMON ISLANDS,MELELUP,-5.716666667,154.93333330000002,50.0,0.0,500 LB GP (GP-M43/M64),,,,500 LB INCENDIARY,,1.0,,,,,,1.0
91975,92381,7/6/1941,ETO,GREAT BRITAIN,STIR,,,,,FRANCE,YAINVILLE,49.45,0.8,,,,,3.0,,,,,,,,,,3.0
91993,92399,7/7/1941,ETO,GREAT BRITAIN,WELL,,,,,BELGIUM,LIMBOURG,50.6,5.93,,,,,1.0,,,,,,,,,,1.0
92009,92415,11/8/1944,MTO,USA,B24,,,,,YUGOSLAVIA,MITROVICA,44.97,19.62,200.0,,,,13.0,,,,,,,,,,13.0
92045,92451,11/8/1944,MTO,,B26,,,,,ITALY,SAN ANASTASIO,45.72,12.65,96.0,,,,36.0,,,,,,,,,,36.0
92071,92477,11/8/1944,PTO,USA,B24,,,,,PHILIPPINE ISLANDS,PANAY ISLAND,11.0,122.5,65.0,,,,,,,,,16.66666667,120 LB FRAG (6X20 CLUSTERS),,1.0,,1.0
92082,92488,11/9/1944,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,MERIDA,10.91666667,124.5,1.0,14.0,1000 LB GP (GP-M44/M65),,7.0,,,,,,,,,,7.0
92083,92489,11/9/1944,CBI,USA,P47,,,,,BURMA,KUNHAILONG,23.86666667,97.68333333,20.0,12.30769231,325 LB DC (DB-MK 17/47),,2.0,,,,,,,,,,2.0
92099,92505,4/17/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,ENEMY COMMUNICATIONS - PORTA MAGGIORE,44.68,11.82,65.0,,,,,,,,0.0,,,,0.0,,152.75
92157,92563,4/17/1945,ETO,USA,B24,,,,,CZECHOSLOVAKIA,FISCHERN,50.22,12.83,170.0,,,,62.0,,,,,,,,,,62.0
92190,92596,4/17/1945,ETO,USA,A26,,,,,GERMANY,AALEN,48.83,10.0,13.0,,,,1.0,,,,,,,,,,1.0
92201,92607,5/5/1944,MTO,USA,B24,,,,,YUGOSLAVIA,PODGORICA,42.43,19.28,179.0,,,,99.0,,,,,,,,,,99.0
92248,92654,5/6/1944,MTO,USA,A36,CASTEL VOLTURNO AIRFIELD,ITALY,41.036617,13.960642000000002,ITALY,MONTE FIASCONE,42.53,12.05,,112.0,500 LB GP (GP-M43/M64),,28.0,,,,,,,,,,28.0
92270,92676,5/6/1944,MTO,USA,A36,CASTEL VOLTURNO AIRFIELD,ITALY,41.036617,13.960642000000002,ITALY,VITERBO,42.42,12.12,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
92278,92684,5/6/1944,MTO,USA,A36,CASTEL VOLTURNO AIRFIELD,ITALY,41.036617,13.960642000000002,ITALY,FABRICA DI ROMA,42.3,12.3,,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
92284,92690,5/6/1944,PTO,NEW ZEALAND,SBD DAUNTLESS,"""PIVA AIRSTRIP, BOUGAINVILLE""",SOLOMON ISLANDS,-6.216667,155.066667,BISMARK ARCHIPELAGO,RATAVAL,-4.183333333,152.15,,12.0,1000 LB GP (GP-M44/M65),12000,6.0,,,,0.0,,,,0.0,12000.0,6.0
92396,92802,11/9/1944,PTO,USA,P40,,,,,CELEBES ISLANDS,TOLABIT,1.3833333330000002,127.8,1.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
92397,92803,11/9/1944,CBI,USA,P47,,,,,BURMA,CHYAUNKAWNG,24.1,97.31666667,15.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
92416,92822,11/9/1944,ETO,USA,A20,,,,,GERMANY,EPPINGEN,49.13,8.9,110.0,,,,7.0,,,,,,,,,,7.0
92533,92939,4/17/1945,ETO,,B24,,,,,CZECHOSLOVAKIA,KLADNO,50.13,14.1,176.0,,,,41.0,,,,,,,,,,41.0
92534,92940,4/17/1945,ETO,,B24,,,,,CZECHOSLOVAKIA,FALKENAU,50.18,12.63,175.0,,,,33.0,,,,,,,,,,33.0
92550,92956,4/17/1945,ETO,,B26,,,,,GERMANY,GELSHOFEN,49.07,10.42,12.0,,,,,,,,,,,,45.0,,45.0
92551,92957,4/17/1945,ETO,,B26,,,,,GERMANY,49 00 N 010 40 E,49.0,10.67,11.0,,,,35.0,,,,,,,,,,35.0
92556,92962,4/17/1945,ETO,,A26,,,,,GERMANY,PESSENBACH,47.7,11.42,126.0,,,,57.0,,,,,,,,,,57.0
92558,92964,4/17/1945,ETO,GREAT BRITAIN,HVY,,,,,GERMANY,CHAM,49.22,12.67,115.0,,,,192.0,,,,,,,,,,192.0
92565,92971,4/17/1945,ETO,,A26,,,,,GERMANY,RAVENSBURG,47.78,9.62,9.0,,,,,,,,,,,,58.0,,58.0
92599,93005,5/6/1944,CBI,USA,P40,,,,,CHINA,KIENAN,40.01666667,118.68333329999999,150.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
92606,93012,5/6/1944,CBI,USA,P40,,,,,BURMA,MADON,25.38333333,97.03333333,,0.0,250 LB GP (GP-M57),,,,,,,,,,,,
92607,93013,6/26/1943,PTO,USA,A20,,,,,BISMARK ARCHIPELAGO,BORI,-9.916666667000001,147.75,1.0,,250 LB GP (GP-M57),,6.0,,,,,,,,,,6.0
92608,93014,3/4/1943,PTO,USA,P47,,,,,BISMARK ARCHIPELAGO,ARIS ISLAND,-3.983333333,144.9833333,70.0,,250 LB GP (GP-M57),,,,,,,,,,,,
92623,93029,5/6/1944,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,AUBIGNE RACAN,47.69,0.27,70.0,,,,259.0,,,,,,,,,,259.0
92632,93038,5/6/1944,ETO,GREAT BRITAIN,LGT,,,,,FRANCE,SABLE SUR SARTHE,47.83,-0.33,,,,,2.0,,,,,,,,,,2.0
92675,93081,5/6/1944,PTO,NEW ZEALAND,TBF AVENGER,ESPIRITU SANTO,NEW HEBRIDES,-15.25,166.833333,BISMARK ARCHIPELAGO,RATAVAL,-4.183333333,152.15,,,100 LB GP (GP-M30),10800,5.4,,,,0.0,,,,0.0,10800.0,5.4
92682,93088,5/6/1944,PTO,USA,P38,,,,,SOLOMON ISLANDS,MATCHIN BAY,-5.55,154.75,50.0,,,,,,500 LB INCENDIARY,,1.0,,,,,,1.0
92685,93091,5/6/1944,PTO,USA,P39,,,,,SOLOMON ISLANDS,KEPUI,-5.783333333,154.85,15.0,,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
92772,93178,7/8/1941,MTO,GREAT BRITAIN,WELL,,,,,CYPRUS,SAIN,35.13,33.95,80.0,,,,,,,,0.0,,,,0.0,,0.0
92773,93179,7/8/1941,MTO,GREAT BRITAIN,WELL,,,,,TUNISIA,NASRULLA,35.35,9.82,,,,,,,,,0.12,,,,0.0,,0.61
92995,93401,5/6/1944,PTO,USA,P47,,,,,NEW GUINEA,TAMAKOT,-4.45,145.35,60.0,,100 LB GP (GP-M30),,,,,,,,,,,,
92999,93405,5/7/1944,MTO,USA,A36,CASTEL VOLTURNO AIRFIELD,ITALY,41.036617,13.960642000000002,ITALY,SUTRI,42.23,12.22,,112.0,500 LB GP (GP-M43/M64),,28.0,,,,,,,,,,28.0
93028,93434,5/7/1944,CBI,USA,P39,,,,,BURMA,TAHAT,22.33333333,98.0,15.0,24.0,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
93031,93437,5/7/1944,MTO,USA,A36,CASTEL VOLTURNO AIRFIELD,ITALY,41.036617,13.960642000000002,ITALY,CIVITA CASTELLANA,42.27,12.4,,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
93105,93511,7/9/1941,ETO,GREAT BRITAIN,WELL,,,,,GERMANY,BONDEN,54.7,9.58,,,,,1.0,,,,1.0,,,,,,2.0
93124,93532,7/10/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,TEIKALKH [TALKALAKH],34.68,36.25,,16.0,250 LB GP (GP-M57),,,,,,0.0,,,,0.0,,2.0
93126,93534,7/10/1941,,GREAT BRITAIN,BLEN,,,,,LEBANON,HAMMANA,33.83,35.73,,,250 LB GP (GP-M57),,,,,,0.0,,,,0.0,,4.0
93183,93591,7/10/1941,ETO,GREAT BRITAIN,WELL,,,,,BELGIUM,ELSENBORN,50.45,6.22,,,,,1.0,,,,,,,,,,1.0
93208,93616,11/9/1944,ETO,,B26,,,,,FRANCE,DIEUZE,48.82,6.72,115.0,,,,42.0,,,,,,,,,,42.0
93336,93744,4/17/1945,MTO,USA,A20,,,,,ITALY,44 20 N 011 20 E,44.33,11.33,10.0,,,,2.0,,,,,,,,,,2.0
93497,93905,7/10/1941,,GREAT BRITAIN,WELL,,,,,SYRIA,ALEPPO,36.22,37.17,,,,,,,,,0.0,,,,0.0,,2.24
93498,93906,7/10/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,BEIT ET DINE,33.7,35.58,,,,,,,,,0.0,,,,0.0,,0.0
93500,93908,7/10/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,SYRIAN COAST,35.19,35.93,,,,,,,,,0.0,,,,0.0,,0.0
93504,93912,7/11/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,RAYAK,33.85,35.99,,6.0,250 LB GP (GP-M57),,,,,,0.0,,,,0.0,,0.75
93505,93913,7/11/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,SUWEIDA,32.7,36.57,,6.0,250 LB GP (GP-M57),,,12.0,25 LB INCENDIARY,,0.15,,,,0.0,,0.9
93506,93914,7/11/1941,,GREAT BRITAIN,BLEN,,,,,SYRIA,TRIPOLI (TARDBULUS),31.43,35.83,,4.0,250 LB GP (GP-M57),,,,,,0.0,,,,0.0,,0.5
93527,93935,7/12/1941,ETO,GREAT BRITAIN,STIR,,,,,FRANCE,LUMBRES,50.7,2.13,,,,,6.0,,,,,,,,,,6.0
93572,93980,7/13/1941,ETO,GREAT BRITAIN,WELL,,,,,GERMANY,PLANTLUNNE,52.45,7.45,,,,,1.0,,,,,,,,,,1.0
93597,94005,11/9/1944,CBI,USA,P40,,,,,CHINA,CHANYUANPU,27.7,112.88333329999999,1.0,,,,,,,,,0.0,69 LB FRAG (3X23 CLUSTERS),,,,
93605,94013,11/9/1944,PTO,USA,B25,,,,,CELEBES ISLANDS,PANASEN,1.166666667,124.83333329999999,1.0,,,,,,,,,86.95652174,69 LB FRAG (3X23 CLUSTERS),,3.0,,3.0
93607,94015,11/10/1944,CBI,USA,B25,,,,,BURMA,PINLEBO,24.08333333,95.33333333,50.0,72.0,500 LB GP (GP-M43/M64),,18.0,,,,,,,,,,18.0
93609,94017,11/10/1944,CBI,USA,B25,,,,,BURMA,ANLEBU,24.08333333,95.41666667,45.0,64.0,500 LB GP (GP-M43/M64),,16.0,,,,,,,,,,16.0
93646,94054,11/10/1944,CBI,USA,P51,,,,,CHINA,KWEIHSIEN,23.03333333,109.66666670000001,15.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
93744,94152,4/17/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,BATO,13.2,123.48333329999998,1.0,,250 LB GP (GP-M57),,4.0,,20 LB INCENDIARY,,,,,,,,4.0
93747,94155,4/17/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,CONCEPTION,12.0,124.75,1.0,,250 LB GP (GP-M57),,5.0,,20 LB INCENDIARY,,,,,,,,5.0
93751,94159,4/17/1945,CBI,USA,B25,,,,,BURMA,LELAUNG,21.0,93.58333333,3.0,,,,,,100 LB INCENDIARY,,1.0,,,,,,1.0
93763,94171,4/17/1945,PTO,USA,B29,,,,,JAPAN,NOKUBI,31.96666667,131.4,97.0,,,,,,,,,10.0,400 LB FRAG (20X20 CLUSTERS),,2.0,,2.0
93773,94181,4/18/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,GAGGAY,17.63333333,121.75,1.0,100.0,100 LB GP (GP-M30),,3.0,,,,,,,,,,3.0
93786,94194,4/18/1945,CBI,USA,P38,,,,,BURMA,MAN LI,22.1,97.53333333,20.0,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
93801,94209,5/7/1944,ETO,,B26,,,,,FRANCE,CHARLEVILLE,49.78,4.72,110.0,,,,58.0,,,,,,,,,,58.0
93806,94214,5/7/1944,ETO,,B26,,,,,BELGIUM,DIEST,50.97,5.05,101.0,,,,8.0,,,,,,,,,,8.0
93814,94222,5/7/1944,ETO,,A20,,,,,FRANCE,BLANC MISSERON,50.4,3.65,12.0,,,,2.0,,,,,,,,,,2.0
93855,94263,5/7/1944,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,SALBRIS,47.45,2.05,,,,,196.0,,,,,,,,,,196.0
94116,94526,4/18/1945,CBI,USA,P51,,,,,BURMA,PYUNTAZA,17.88333333,96.71666667,20.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
94117,94527,4/18/1945,PTO,USA,B24,,,,,PHILIPPINE ISLANDS,PIKIT,7.083333333,124.66666670000001,77.0,8.0,1000 LB GP (GP-M44/M65),,4.0,,,,,,,,,,4.0
94121,94531,4/18/1945,CBI,USA,B25,,,,,BURMA,KYAUKPADAUNG,20.85,95.13333333,,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
94162,94572,4/18/1945,ETO,USA,A26,,,,,GERMANY,FALKENBURG,53.53,16.02,120.0,,,,,,,,,,,,59.0,,59.0
94169,94579,4/18/1945,ETO,USA,B26,,,,,GERMANY,DANUBE RIVER,48.27,9.75,112.0,,,,73.0,,,,,,,,,,73.0
94172,94582,4/18/1945,ETO,USA,B26,,,,,GERMANY,DONAUMUNSTER,48.68,10.7,105.0,,,,10.0,,,,,,,,,,10.0
94179,94589,4/18/1945,ETO,USA,B26,,,,,GERMANY,JUTERHOG,51.98,13.07,90.0,,,,24.0,,,,,,,,,,24.0
94186,94596,4/18/1945,ETO,USA,A26,,,,,GERMANY,NEUBURG,53.97,11.62,9.0,,,,,,,,,,,,59.0,,59.0
94202,94612,5/8/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,VETRALLO,42.32,12.07,,128.0,500 LB GP (GP-M43/M64),,32.0,,,,,,,,,,32.0
94213,94623,5/8/1944,PTO,USA,B25,,,,,SOLOMON ISLANDS,HAHELA MISSION,-5.4,154.7,110.0,20.0,100 LB GP (GP-M30),,1.0,,,,,,,,,,11.0
94230,94640,5/8/1944,PTO,USA,B25,,,,,MARSHALL ISLANDS,MAJURO,7.066666667000001,171.2,105.0,4.0,1000 LB GP (GP-M44/M65),,2.0,,,,,,,,,,2.0
94339,94749,7/16/1941,ETO,GREAT BRITAIN,WELL,,,,,FRANCE,FOLLEVILLE,47.95,2.65,,,,,,,,,,,,,,,
94438,94848,11/10/1944,MTO,USA,B25,,,,,ITALY,PORTO NOGARO,45.8,13.22,,,,,18.0,,,,,,,,,,18.0
94462,94872,11/10/1944,PTO,USA,B24,,,,,VOLCANO AND BONIN ISLANDS,KAZAN ISLAND,25.68333333,141.2833333,191.0,,,,,,,,,350.0,120 LB FRAG (6X20 CLUSTERS),,21.0,,21.0
94467,94877,11/10/1944,PTO,USA,B24,,,,,JAVA,HERO CAPE,-8.333333332999999,127.18333329999999,20.0,,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
94512,94922,5/8/1944,ETO,USA,B17,,,,,FRANCE,GLACIERE LA,44.83,-0.9,200.0,,,,15.0,,,,,,,,,,15.0
94581,94991,5/8/1944,ETO,,B17,,,,,FRANCE,SOLTEVAST,49.53,1.6,244.0,,,,48.0,,,,,,,,,,68.0
94599,95009,4/18/1945,ETO,,B17,,,,,GERMANY,ERDING,48.3,1.88,175.0,,,,42.0,,,,,,,,,,42.0
94789,95202,11/11/1944,CBI,USA,P51,,,,,CHINA,TAKHING,23.152322,111.768923,2.0,20.0,100 LB GP (GP-M30),,1.0,,,,,,,,,,1.0
94790,95203,11/11/1944,CBI,USA,P51,,,,,CHINA,SAMSUL,23.13333333,112.9,2.0,20.0,100 LB GP (GP-M30),,1.0,,,,,,,,,,1.0
94800,95213,11/11/1944,CBI,USA,P47,,,,,BURMA,MANOI,23.81666667,97.63333333,15.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
94807,95220,11/11/1944,CBI,USA,P47,,,,,BURMA,MANHPA,24.25,96.03333333,15.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
94808,95221,11/11/1944,CBI,USA,P47,,,,,BURMA,NAWNG NA,26.5,97.41666667,15.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
94810,95223,11/11/1944,CBI,USA,P47,,,,,BURMA,CHAUNGDAUK,24.08333333,97.31666667,15.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
94814,95227,11/11/1944,CBI,USA,P47,,,,,BURMA,MADANGYANG,24.03333333,97.33333333,15.0,6.153846154,325 LB DC (DB-MK 17/47),,1.0,,,,,,,,,,1.0
94819,95232,11/11/1944,CBI,USA,P51,,,,,CHINA,TAMTONG,23.11666667,109.51666670000002,1.0,0.0,100 LB GP (GP-M30),,,,,,,,,,,,
